customer_id	customer_name	gender	age	price	quantity	purchase_date	email	category	age_bracket	category_code	sub_total	tax	final_total	year	month	month_name	day_of_week	quarter
976	brittany	Male	53	56.19	104	2023-07-18	no@email.com	Clothing	Middle	CL	5843.76	438.28	6282.04	2023	7	July	Tuesday	3
977	KELSEY	Male	22	171.08	57	2023-07-18	no@email.com	Clothing	Young	CL	9751.56	731.37	10482.93	2023	7	July	Tuesday	3
978	Unknown	Unknown	62	40.63	3	2018-05-24	no@email.com	Electronics	Middle	ET	121.89	9.14	131.03	2018	5	May	Thursday	2
979	Jason	Female	53	385.9	10	2018-05-24	no@email.com	Electronics	Middle	ET	3859.0	289.42	4148.42	2018	5	May	Thursday	2
980	Craig	Male	53	162.54843	151	2018-05-24	no@email.com	Electronics	Middle	ET	24544.81	1840.86	26385.670000000002	2018	5	May	Thursday	2
981	Stephanie	Male	51	170.27	63	2023-05-05	no@email.com	Electronics	Middle	ET	10727.01	804.53	11531.54	2023	5	May	Friday	2
982	Monica Romero	Female	36	162.54843	63	2023-05-05	larsonjulie@gmail.com	Electronics	Middle	ET	10240.55	768.04	11008.59	2023	5	May	Friday	2
983	JILL	Male	49	85.89	63	2022-11-25	no@email.com	Furniture	Middle	FR	5411.07	405.83	5816.9	2022	11	November	Friday	4
984	Sabrina Kelly	Unknown	56	-13.23	101	2009-03-10	no@email.com	Clothing	Middle	CL	-1336.23	-100.22	-1436.45	2009	3	March	Tuesday	1
985	Amy	Female	53	349.58	199	2009-03-10	mcdonaldcurtis@gmail.com	Electronics	Middle	ET	69566.42	5217.48	74783.9	2009	3	March	Tuesday	1
986	tiffany	Female	57	165.74524	199	2009-03-10	no@email.com	Clothing	Middle	CL	32983.3	2473.75	35457.05	2009	3	March	Tuesday	1
987	angela	Female	14	149.05	199	2024-11-16	no@email.com	Clothing	Young	CL	29660.95	2224.57	31885.52	2024	11	November	Saturday	4
988	Curtis Nunez	Unknown	77	146.92767	57	2019-08-19	no@email.com	Furniture	Middle	FR	8374.88	628.12	9003.0	2019	8	August	Monday	3
989	Erin Jones	Unknown	53	29.41	86	2019-08-19	no@email.com	Electronics	Middle	ET	2529.26	189.69	2718.9500000000003	2019	8	August	Monday	3
990	Eric	Female	36	147.91	72	2019-08-19	no@email.com	Electronics	Middle	ET	10649.52	798.71	11448.23	2019	8	August	Monday	3
991	PATRICK	Male	53	5.02	10	2022-02-11	no@email.com	Clothing	Middle	CL	50.2	3.76	53.96	2022	2	February	Friday	1
992	NATHAN	Female	53	165.74524	10	2021-04-24	no@email.com	Clothing	Middle	CL	1657.45	124.31	1781.76	2021	4	April	Saturday	2
993	Unknown	Unknown	63	427.67	10	2020-01-04	no@email.com	Clothing	Middle	CL	4276.7	320.75	4597.45	2020	1	January	Saturday	1
994	Danny	Unknown	53	125.45	10	2020-01-04	no@email.com	Electronics	Middle	ET	1254.5	94.09	1348.59	2020	1	January	Saturday	1
995	Unknown	Male	71	94.36	10	2013-04-25	no@email.com	Clothing	Middle	CL	943.6	70.77	1014.37	2013	4	April	Thursday	2
996	Jennifer	Unknown	74	101.92	78	2023-05-01	lewisstephanie@bryan-farrell.com	Electronics	Middle	ET	7949.76	596.23	8545.99	2023	5	May	Monday	2
997	Kathryn Thompson	Male	53	317.75	78	2024-01-17	michaelfoster@yahoo.com	Electronics	Middle	ET	24784.5	1858.84	26643.34	2024	1	January	Wednesday	1
998	jeffrey	Female	82	54.35	11	2024-01-17	anthony03@young.com	Electronics	Middle	ET	597.85	44.84	642.69	2024	1	January	Wednesday	1
999	Daniel	Unknown	53	146.92767	157	2024-01-17	willie96@thomas.com	Furniture	Middle	FR	23067.64	1730.07	24797.71	2024	1	January	Wednesday	1
1000	ERIC	Male	55	146.92767	157	2023-03-11	dwilson@davis.org	Furniture	Middle	FR	23067.64	1730.07	24797.71	2023	3	March	Saturday	1
1001	teresa	Unknown	53	197.44	94	2023-03-11	john93@duncan.com	Furniture	Middle	FR	18559.36	1391.95	19951.31	2023	3	March	Saturday	1
1002	Hannah	Male	80	369.93	171	2023-03-11	carloswhitney@hotmail.com	Clothing	Middle	CL	63258.03	4744.35	68002.38	2023	3	March	Saturday	1
1003	Steven Richardson	Female	75	175.71	43	2023-03-11	no@email.com	Furniture	Middle	FR	7555.53	566.66	8122.19	2023	3	March	Saturday	1
1004	Richard Ray	Male	53	162.54843	50	2023-03-11	conwayamy@watson.com	Electronics	Middle	ET	8127.42	609.56	8736.98	2023	3	March	Saturday	1
1005	Stephen	Unknown	30	146.92767	50	2023-03-11	bmurray@hunter-travis.com	Furniture	Middle	FR	7346.38	550.98	7897.360000000001	2023	3	March	Saturday	1
1006	WESLEY	Unknown	42	165.74524	108	2024-05-07	no@email.com	Clothing	Middle	CL	17900.49	1342.54	19243.030000000002	2024	5	May	Tuesday	2
1007	Unknown	Unknown	18	31.58	189	2018-06-03	crangel@richardson.com	Furniture	Young	FR	5968.62	447.65	6416.2699999999995	2018	6	June	Sunday	2
1008	Kevin Coleman	Unknown	53	174.88	189	2018-06-03	sean86@gmail.com	Furniture	Middle	FR	33052.32	2478.92	35531.24	2018	6	June	Sunday	2
1009	claire	Female	61	139.48	189	2018-06-03	no@email.com	Electronics	Middle	ET	26361.72	1977.13	28338.850000000002	2018	6	June	Sunday	2
1010	AMANDA	Female	25	116.74	185	2020-01-14	no@email.com	Furniture	Middle	FR	21596.9	1619.77	23216.670000000002	2020	1	January	Tuesday	1
1011	SUZANNE	Female	33	162.54843	185	2020-01-14	no@email.com	Electronics	Middle	ET	30071.46	2255.36	32326.82	2020	1	January	Tuesday	1
1012	Diana King	Male	53	24.02	172	2002-11-08	christine19@anderson-baker.com	Electronics	Middle	ET	4131.44	309.86	4441.299999999999	2002	11	November	Friday	4
1013	Alexa	Male	69	146.92767	172	2002-11-08	richardwilliams@barnes.com	Furniture	Middle	FR	25271.56	1895.37	27166.93	2002	11	November	Friday	4
1014	JAMES	Female	53	165.74524	172	2002-11-08	no@email.com	Clothing	Middle	CL	28508.18	2138.11	30646.29	2002	11	November	Friday	4
1015	Samantha	Female	53	29.82	101	2007-04-17	brownsamantha@montoya-harris.com	Furniture	Middle	FR	3011.82	225.89	3237.71	2007	4	April	Tuesday	2
1016	amanda	Male	86	440.0	101	2015-06-05	no@email.com	Electronics	Middle	ET	44440.0	3333.0	47773.0	2015	6	June	Friday	2
1017	priscilla	Unknown	57	156.28	125	2025-08-09	marc63@gmail.com	Furniture	Middle	FR	19535.0	1465.12	21000.12	2025	8	August	Saturday	3
1018	Anthony	Male	48	101.06	54	2025-08-09	no@email.com	Electronics	Middle	ET	5457.24	409.29	5866.53	2025	8	August	Saturday	3
1019	Michael Wilson	Female	19	362.1	96	2021-04-03	no@email.com	Furniture	Young	FR	34761.6	2607.12	37368.72	2021	4	April	Saturday	2
1020	taylor	Female	28	162.54843	199	2022-11-17	no@email.com	Electronics	Middle	ET	32347.14	2426.04	34773.18	2022	11	November	Thursday	4
1021	Craig Chapman	Unknown	61	165.74524	199	2004-08-25	no@email.com	Clothing	Middle	CL	32983.3	2473.75	35457.05	2004	8	August	Wednesday	3
1022	michael	Male	54	328.82	156	2004-08-25	josewright@gmail.com	Electronics	Middle	ET	51295.92	3847.19	55143.11	2004	8	August	Wednesday	3
1023	Unknown	Unknown	39	171.33	22	2004-08-25	no@email.com	Furniture	Middle	FR	3769.26	282.69	4051.9500000000003	2004	8	August	Wednesday	3
1024	Charles Meza	Male	38	135.73	96	2004-08-25	no@email.com	Electronics	Middle	ET	13030.08	977.26	14007.34	2004	8	August	Wednesday	3
1025	luke	Female	18	44.24	76	2020-07-24	no@email.com	Furniture	Young	FR	3362.24	252.17	3614.41	2020	7	July	Friday	3
1026	Nathan	Unknown	53	314.13	178	2023-12-19	no@email.com	Clothing	Middle	CL	55915.14	4193.64	60108.78	2023	12	December	Tuesday	4
1027	JOSHUA	Female	53	165.74524	124	2023-12-19	joseph29@hotmail.com	Clothing	Middle	CL	20552.41	1541.43	22093.84	2023	12	December	Tuesday	4
1028	Steven Bennett	Unknown	53	446.63	124	2023-12-19	lisa22@davenport.com	Electronics	Middle	ET	55382.12	4153.66	59535.78	2023	12	December	Tuesday	4
1029	robin	Female	55	386.91	182	2008-09-29	no@email.com	Clothing	Middle	CL	70417.62	5281.32	75698.94	2008	9	September	Monday	3
1030	kent	Unknown	44	-18.28	81	2008-09-29	no@email.com	Clothing	Middle	CL	-1480.68	-111.05	-1591.73	2008	9	September	Monday	3
1031	Raymond	Female	46	216.69	179	2008-09-29	no@email.com	Clothing	Middle	CL	38787.51	2909.06	41696.57	2008	9	September	Monday	3
1032	Daniel Bennett	Male	29	33.58	179	2008-09-29	tiffany01@yahoo.com	Clothing	Middle	CL	6010.82	450.81	6461.63	2008	9	September	Monday	3
1033	michael	Male	53	146.92767	65	2008-09-29	no@email.com	Furniture	Middle	FR	9550.3	716.27	10266.57	2008	9	September	Monday	3
1034	Unknown	Unknown	93	240.45	65	2008-09-29	no@email.com	Clothing	Middle	CL	15629.25	1172.19	16801.44	2008	9	September	Monday	3
1035	robert	Female	43	5.06	65	2008-09-29	no@email.com	Clothing	Middle	CL	328.9	24.67	353.57	2008	9	September	Monday	3
1036	ALBERT	Female	21	161.47	3	2024-07-11	no@email.com	Electronics	Young	ET	484.41	36.33	520.74	2024	7	July	Thursday	3
1037	Bradley	Unknown	53	77.81	8	2024-07-11	no@email.com	Electronics	Middle	ET	622.48	46.69	669.1700000000001	2024	7	July	Thursday	3
1038	zachary	Female	47	38.58	73	2025-05-11	no@email.com	Clothing	Middle	CL	2816.34	211.23	3027.57	2025	5	May	Sunday	2
1039	Matthew	Female	29	146.92767	40	2023-11-06	no@email.com	Furniture	Middle	FR	5877.11	440.78	6317.889999999999	2023	11	November	Monday	4
1040	Unknown	Unknown	53	195.65	40	2023-11-06	no@email.com	Furniture	Middle	FR	7826.0	586.95	8412.95	2023	11	November	Monday	4
1041	Unknown	Female	53	1.54	40	2023-11-06	no@email.com	Electronics	Middle	ET	61.6	4.62	66.22	2023	11	November	Monday	4
1042	Stephanie Curtis	Female	53	12.11	40	2023-11-06	mccallalicia@gmail.com	Electronics	Middle	ET	484.4	36.33	520.73	2023	11	November	Monday	4
1043	DERRICK	Male	71	42.65	139	2018-07-25	no@email.com	Furniture	Middle	FR	5928.35	444.63	6372.9800000000005	2018	7	July	Wednesday	3
1044	MARK	Female	53	426.93	90	2018-07-25	no@email.com	Clothing	Middle	CL	38423.7	2881.78	41305.479999999996	2018	7	July	Wednesday	3
1045	sarah	Male	26	421.66	90	2018-07-25	no@email.com	Clothing	Middle	CL	37949.4	2846.2	40795.6	2018	7	July	Wednesday	3
1046	TRAVIS	Female	35	162.54843	90	2018-07-25	no@email.com	Electronics	Middle	ET	14629.36	1097.2	15726.560000000001	2018	7	July	Wednesday	3
1047	Patrick Galvan	Male	71	379.07	52	2018-07-25	no@email.com	Clothing	Middle	CL	19711.64	1478.37	21190.01	2018	7	July	Wednesday	3
1048	AMANDA	Male	51	165.74524	91	2018-07-25	larsonadam@hotmail.com	Clothing	Middle	CL	15082.82	1131.21	16214.029999999999	2018	7	July	Wednesday	3
1049	Unknown	Male	53	274.95	84	2000-01-27	miguelmiller@petersen.com	Clothing	Middle	CL	23095.8	1732.18	24827.98	2000	1	January	Thursday	1
1050	Unknown	Male	64	45.82	171	2007-06-28	no@email.com	Clothing	Middle	CL	7835.22	587.64	8422.86	2007	6	June	Thursday	2
1051	MELINDA	Female	53	460.42	126	2015-06-13	no@email.com	Electronics	Middle	ET	58012.92	4350.97	62363.89	2015	6	June	Saturday	2
1052	steven	Unknown	68	121.19	44	2024-03-21	nealjessica@gmail.com	Clothing	Middle	CL	5332.36	399.93	5732.29	2024	3	March	Thursday	1
1053	Amy Jones	Male	53	78.36	75	2024-03-21	no@email.com	Electronics	Middle	ET	5877.0	440.78	6317.78	2024	3	March	Thursday	1
1054	SHAWN	Female	75	165.74524	75	2023-02-10	no@email.com	Clothing	Middle	CL	12430.89	932.32	13363.21	2023	2	February	Friday	1
1055	jon	Unknown	33	380.68	75	2023-02-10	no@email.com	Electronics	Middle	ET	28551.0	2141.32	30692.32	2023	2	February	Friday	1
1056	Unknown	Unknown	53	25.57	75	2025-06-18	no@email.com	Clothing	Middle	CL	1917.75	143.83	2061.58	2025	6	June	Wednesday	2
1057	Michael Compton	Female	90	165.74524	75	2025-06-18	vincent60@petty.com	Clothing	Middle	CL	12430.89	932.32	13363.21	2025	6	June	Wednesday	2
1058	derek	Male	53	146.69	75	2025-06-18	no@email.com	Electronics	Middle	ET	11001.75	825.13	11826.88	2025	6	June	Wednesday	2
1059	Emily Wright	Unknown	58	119.08	41	2025-06-18	arianamills@clark.com	Clothing	Middle	CL	4882.28	366.17	5248.45	2025	6	June	Wednesday	2
1060	Michele Edwards	Female	53	210.83	39	2025-06-18	no@email.com	Furniture	Middle	FR	8222.37	616.68	8839.050000000001	2025	6	June	Wednesday	2
1061	corey	Female	53	165.74524	39	2025-06-18	no@email.com	Clothing	Middle	CL	6464.06	484.8	6948.860000000001	2025	6	June	Wednesday	2
1062	sarah	Male	76	6.94	169	2025-06-18	no@email.com	Clothing	Middle	CL	1172.86	87.96	1260.82	2025	6	June	Wednesday	2
1063	Unknown	Male	42	162.54843	116	2025-06-18	no@email.com	Electronics	Middle	ET	18855.62	1414.17	20269.79	2025	6	June	Wednesday	2
1064	Unknown	Female	93	121.61	160	2025-06-18	no@email.com	Electronics	Middle	ET	19457.6	1459.32	20916.92	2025	6	June	Wednesday	2
1065	Jacqueline Johnson	Male	41	205.49	38	2023-09-06	grayhelen@hotmail.com	Electronics	Middle	ET	7808.62	585.65	8394.27	2023	9	September	Wednesday	3
1066	Unknown	Unknown	53	50.38	120	2023-09-06	cwilson@hotmail.com	Furniture	Middle	FR	6045.6	453.42	6499.02	2023	9	September	Wednesday	3
1067	gerald	Male	20	470.19	139	2023-09-06	no@email.com	Clothing	Young	CL	65356.41	4901.73	70258.14	2023	9	September	Wednesday	3
1068	JACOB	Male	53	386.64	139	2023-09-06	no@email.com	Furniture	Middle	FR	53742.96	4030.72	57773.68	2023	9	September	Wednesday	3
1069	MARY	Unknown	51	107.98	125	2023-09-06	no@email.com	Electronics	Middle	ET	13497.5	1012.31	14509.81	2023	9	September	Wednesday	3
1070	TIFFANY	Male	53	165.74524	141	2023-09-06	lowerypaul@hotmail.com	Clothing	Middle	CL	23370.08	1752.76	25122.84	2023	9	September	Wednesday	3
1071	todd	Male	35	-42.01	73	2023-09-06	no@email.com	Furniture	Middle	FR	-3066.73	-230.0	-3296.73	2023	9	September	Wednesday	3
1072	Unknown	Unknown	100	-42.98	198	2025-04-19	no@email.com	Clothing	Middle	CL	-8510.04	-638.25	-9148.29	2025	4	April	Saturday	2
1073	Michael	Male	53	162.54843	84	2025-04-19	no@email.com	Electronics	Middle	ET	13654.07	1024.06	14678.13	2025	4	April	Saturday	2
1074	austin	Female	42	162.54843	20	2007-10-07	no@email.com	Electronics	Middle	ET	3250.97	243.82	3494.79	2007	10	October	Sunday	4
1075	Unknown	Unknown	53	69.83	17	2007-10-07	no@email.com	Furniture	Middle	FR	1187.11	89.03	1276.1399999999999	2007	10	October	Sunday	4
1076	JESSE	Male	80	162.36	107	2007-10-07	miafox@hotmail.com	Electronics	Middle	ET	17372.52	1302.94	18675.46	2007	10	October	Sunday	4
1077	cindy	Female	28	37.65	107	2017-01-10	ychase@yahoo.com	Electronics	Middle	ET	4028.55	302.14	4330.6900000000005	2017	1	January	Tuesday	1
1078	alexander	Male	37	183.74	110	2017-01-10	keyjoseph@yahoo.com	Clothing	Middle	CL	20211.4	1515.86	21727.260000000002	2017	1	January	Tuesday	1
1079	JESSICA	Unknown	53	-14.58	110	2017-01-10	no@email.com	Furniture	Middle	FR	-1603.8	-120.28	-1724.08	2017	1	January	Tuesday	1
1080	Unknown	Female	53	296.2	110	2024-03-26	no@email.com	Electronics	Middle	ET	32582.0	2443.65	35025.65	2024	3	March	Tuesday	1
1081	Theodore Hunt	Male	53	309.04	199	2024-06-21	no@email.com	Furniture	Middle	FR	61498.96	4612.42	66111.38	2024	6	June	Friday	2
1082	PAUL	Female	53	8.22	197	2024-06-21	no@email.com	Electronics	Middle	ET	1619.34	121.45	1740.79	2024	6	June	Friday	2
1083	kathryn	Male	87	159.88	14	2024-06-21	no@email.com	Clothing	Middle	CL	2238.32	167.87	2406.19	2024	6	June	Friday	2
1084	Jonathon	Unknown	53	-39.88	195	2023-05-09	no@email.com	Furniture	Middle	FR	-7776.6	-583.24	-8359.84	2023	5	May	Tuesday	2
1085	Alyssa Cabrera	Unknown	13	162.54843	60	2005-04-09	aaron13@hotmail.com	Electronics	Young	ET	9752.91	731.47	10484.38	2005	4	April	Saturday	2
1086	Unknown	Female	53	167.77	82	2005-04-09	ianfisher@hotmail.com	Electronics	Middle	ET	13757.14	1031.79	14788.93	2005	4	April	Saturday	2
1087	Unknown	Female	53	146.92767	152	2020-02-01	no@email.com	Furniture	Middle	FR	22333.01	1674.98	24007.989999999998	2020	2	February	Saturday	1
1088	Aaron Perez	Female	28	165.74524	152	2020-02-01	no@email.com	Clothing	Middle	CL	25193.28	1889.5	27082.78	2020	2	February	Saturday	1
1089	Preston White	Female	53	88.44	108	2007-06-28	poolekristen@yahoo.com	Electronics	Middle	ET	9551.52	716.36	10267.880000000001	2007	6	June	Thursday	2
1090	Richard Hudson	Female	10	162.54843	63	2023-08-17	debbie25@bishop.com	Electronics	Young	ET	10240.55	768.04	11008.59	2023	8	August	Thursday	3
1091	James	Unknown	53	162.54843	63	2023-08-17	no@email.com	Electronics	Middle	ET	10240.55	768.04	11008.59	2023	8	August	Thursday	3
1092	Unknown	Unknown	87	5.8	63	2023-08-17	no@email.com	Electronics	Middle	ET	365.4	27.4	392.79999999999995	2023	8	August	Thursday	3
1093	Unknown	Female	24	162.54843	63	2023-08-17	no@email.com	Electronics	Young	ET	10240.55	768.04	11008.59	2023	8	August	Thursday	3
1094	Unknown	Unknown	53	156.54	63	2023-08-17	no@email.com	Furniture	Middle	FR	9862.02	739.65	10601.67	2023	8	August	Thursday	3
1095	Erin	Unknown	76	165.74524	83	2023-08-17	no@email.com	Clothing	Middle	CL	13756.85	1031.76	14788.61	2023	8	August	Thursday	3
1096	Tonya Yoder	Unknown	100	250.19	83	2023-08-17	no@email.com	Furniture	Middle	FR	20765.77	1557.43	22323.2	2023	8	August	Thursday	3
1097	Jason Bell	Male	53	28.8	83	2011-12-20	no@email.com	Furniture	Middle	FR	2390.4	179.28	2569.6800000000003	2011	12	December	Tuesday	4
1098	Brian	Female	53	273.38	134	2011-12-20	landrykyle@avila.com	Electronics	Middle	ET	36632.92	2747.47	39380.39	2011	12	December	Tuesday	4
1099	Unknown	Female	74	58.26	131	2011-12-20	no@email.com	Furniture	Middle	FR	7632.06	572.4	8204.460000000001	2011	12	December	Tuesday	4
1100	Katie	Unknown	58	162.54843	131	2024-01-05	benjaminrussell@hotmail.com	Electronics	Middle	ET	21293.84	1597.04	22890.88	2024	1	January	Friday	1
1101	Glenda	Male	30	100.36	95	2020-05-03	balldiane@brown.com	Electronics	Middle	ET	9534.2	715.06	10249.26	2020	5	May	Sunday	2
1102	Unknown	Unknown	62	62.79	95	2020-05-03	no@email.com	Electronics	Middle	ET	5965.05	447.38	6412.43	2020	5	May	Sunday	2
1103	SANDRA	Unknown	53	460.29	49	2020-05-03	fgardner@hotmail.com	Electronics	Middle	ET	22554.21	1691.57	24245.78	2020	5	May	Sunday	2
1104	andrew	Male	46	53.85	49	2013-01-11	ryanhaley@lewis-doyle.net	Clothing	Middle	CL	2638.65	197.9	2836.55	2013	1	January	Friday	1
1105	Dr. Priscilla James	Unknown	53	91.71	49	2022-06-20	no@email.com	Electronics	Middle	ET	4493.79	337.03	4830.82	2022	6	June	Monday	2
1106	JASON	Female	80	57.33	174	2020-10-12	no@email.com	Electronics	Middle	ET	9975.42	748.16	10723.58	2020	10	October	Monday	4
1107	alyssa	Male	75	349.19	174	2021-06-28	kfox@hotmail.com	Electronics	Middle	ET	60759.06	4556.93	65315.99	2021	6	June	Monday	2
1108	Unknown	Male	11	162.54843	174	2017-09-01	fyang@hotmail.com	Electronics	Young	ET	28283.43	2121.26	30404.690000000002	2017	9	September	Friday	3
1109	Jennifer	Unknown	53	162.54843	46	2001-02-22	no@email.com	Electronics	Middle	ET	7477.23	560.79	8038.0199999999995	2001	2	February	Thursday	1
1110	Mary	Unknown	73	61.66	-5	2001-02-22	no@email.com	Electronics	Middle	ET	-308.3	-23.12	-331.42	2001	2	February	Thursday	1
1111	jeffery	Unknown	45	162.54843	51	2001-02-22	maryerickson@yahoo.com	Electronics	Middle	ET	8289.97	621.75	8911.72	2001	2	February	Thursday	1
1112	DAVID	Male	62	278.07	51	2021-05-25	no@email.com	Clothing	Middle	CL	14181.57	1063.62	15245.189999999999	2021	5	May	Tuesday	2
1113	BRANDON	Male	53	437.76	188	2021-05-25	russell72@russo.com	Electronics	Middle	ET	82298.88	6172.42	88471.3	2021	5	May	Tuesday	2
1114	peter	Male	53	-44.56	186	2021-05-25	no@email.com	Electronics	Middle	ET	-8288.16	-621.61	-8909.77	2021	5	May	Tuesday	2
1115	Unknown	Unknown	74	146.92767	3	2022-07-07	no@email.com	Furniture	Middle	FR	440.78	33.06	473.84	2022	7	July	Thursday	3
1116	Michael	Male	54	165.74524	143	2009-07-05	uferguson@knight-porter.com	Clothing	Middle	CL	23701.57	1777.62	25479.19	2009	7	July	Sunday	3
1117	madison	Male	32	-18.88	84	2009-07-05	no@email.com	Electronics	Middle	ET	-1585.92	-118.94	-1704.8600000000001	2009	7	July	Sunday	3
1118	Paul Wright	Female	53	165.74524	160	2009-07-05	jesse98@anderson.org	Clothing	Middle	CL	26519.24	1988.94	28508.18	2009	7	July	Sunday	3
1119	SARAH	Female	52	288.85	110	2009-07-05	no@email.com	Clothing	Middle	CL	31773.5	2383.01	34156.51	2009	7	July	Sunday	3
1120	Joseph	Female	60	288.35	110	2009-07-05	kennethjones@mathews-davis.com	Furniture	Middle	FR	31718.5	2378.89	34097.39	2009	7	July	Sunday	3
1121	Susan	Male	53	82.55	124	2009-07-05	no@email.com	Clothing	Middle	CL	10236.2	767.72	11003.92	2009	7	July	Sunday	3
1122	Unknown	Male	53	136.12	18	2009-07-05	no@email.com	Furniture	Middle	FR	2450.16	183.76	2633.92	2009	7	July	Sunday	3
1123	Unknown	Female	34	478.12	139	2004-05-03	no@email.com	Clothing	Middle	CL	66458.68	4984.4	71443.07999999999	2004	5	May	Monday	2
1124	dustin	Male	45	1.72	-4	2006-06-30	ronaldbradford@herring.com	Electronics	Middle	ET	-6.88	-0.52	-7.4	2006	6	June	Friday	2
1125	jerry	Male	50	20.17	114	2006-06-30	lorettacollins@hotmail.com	Clothing	Middle	CL	2299.38	172.45	2471.83	2006	6	June	Friday	2
1126	Anne Martin	Male	53	165.74524	114	2006-06-30	no@email.com	Clothing	Middle	CL	18894.96	1417.12	20312.079999999998	2006	6	June	Friday	2
1127	KRISTEN	Female	55	162.54843	190	2006-06-30	no@email.com	Electronics	Middle	ET	30884.2	2316.32	33200.520000000004	2006	6	June	Friday	2
1128	Unknown	Female	57	389.98	84	2000-07-30	no@email.com	Electronics	Middle	ET	32758.32	2456.87	35215.19	2000	7	July	Sunday	3
1129	Christian Cooper	Unknown	53	162.54843	84	2000-07-30	no@email.com	Electronics	Middle	ET	13654.07	1024.06	14678.13	2000	7	July	Sunday	3
1130	Jasmine	Male	85	381.45	157	2009-08-31	hhaynes@blake-bryant.biz	Electronics	Middle	ET	59887.65	4491.57	64379.22	2009	8	August	Monday	3
1131	Elizabeth	Female	73	426.22	67	2009-08-31	zharrington@yahoo.com	Clothing	Middle	CL	28556.74	2141.76	30698.5	2009	8	August	Monday	3
1132	KENDRA	Unknown	53	108.73	2	2020-08-21	no@email.com	Clothing	Middle	CL	217.46	16.31	233.77	2020	8	August	Friday	3
1133	jacob	Unknown	42	141.59	2	2020-06-29	no@email.com	Clothing	Middle	CL	283.18	21.24	304.42	2020	6	June	Monday	2
1134	samantha	Unknown	53	488.06	2	2020-06-29	tony87@burke.biz	Furniture	Middle	FR	976.12	73.21	1049.33	2020	6	June	Monday	2
1135	Lorraine Mcclain	Unknown	53	10.44	119	2020-11-28	no@email.com	Electronics	Middle	ET	1242.36	93.18	1335.54	2020	11	November	Saturday	4
1136	stanley	Unknown	53	65.44	49	2020-11-28	no@email.com	Clothing	Middle	CL	3206.56	240.49	3447.05	2020	11	November	Saturday	4
1137	Rachel	Female	53	43.54	49	2020-11-28	no@email.com	Electronics	Middle	ET	2133.46	160.01	2293.4700000000003	2020	11	November	Saturday	4
1138	Bethany Baker	Male	65	60.19	140	2020-11-28	brianthompson@clark.info	Clothing	Middle	CL	8426.6	632.0	9058.6	2020	11	November	Saturday	4
1139	tracy	Male	51	377.82	140	2000-10-03	no@email.com	Electronics	Middle	ET	52894.8	3967.11	56861.91	2000	10	October	Tuesday	4
1140	Randy Smith	Unknown	42	-12.55	140	2023-06-26	no@email.com	Clothing	Middle	CL	-1757.0	-131.78	-1888.78	2023	6	June	Monday	2
1141	Unknown	Unknown	53	146.92767	140	2024-09-16	no@email.com	Furniture	Middle	FR	20569.87	1542.74	22112.61	2024	9	September	Monday	3
1142	Unknown	Male	98	-5.59	75	2006-10-03	no@email.com	Clothing	Middle	CL	-419.25	-31.44	-450.69	2006	10	October	Tuesday	4
1143	Jerry	Male	89	165.74524	90	2024-10-23	no@email.com	Clothing	Middle	CL	14917.07	1118.78	16035.85	2024	10	October	Wednesday	4
1144	rebecca	Unknown	83	104.93	90	2024-10-23	no@email.com	Clothing	Middle	CL	9443.7	708.28	10151.980000000001	2024	10	October	Wednesday	4
1145	JERRY	Female	53	165.74524	-8	2012-04-15	no@email.com	Clothing	Middle	CL	-1325.96	-99.45	-1425.41	2012	4	April	Sunday	2
1146	Kathryn Osborne	Unknown	53	162.54843	107	2012-04-15	andrew59@allen-soto.com	Electronics	Middle	ET	17392.68	1304.45	18697.13	2012	4	April	Sunday	2
1147	Unknown	Female	53	103.65	118	2012-04-15	no@email.com	Clothing	Middle	CL	12230.7	917.3	13148.0	2012	4	April	Sunday	2
1148	CARRIE	Unknown	58	52.95	118	2012-04-15	no@email.com	Clothing	Middle	CL	6248.1	468.61	6716.71	2012	4	April	Sunday	2
1149	JESSICA	Unknown	44	165.74524	196	2024-09-13	no@email.com	Clothing	Middle	CL	32486.07	2436.46	34922.53	2024	9	September	Friday	3
1150	Hailey	Male	69	322.58	99	2024-09-13	no@email.com	Electronics	Middle	ET	31935.42	2395.16	34330.58	2024	9	September	Friday	3
1151	peter	Unknown	66	108.66	8	2024-09-13	no@email.com	Clothing	Middle	CL	869.28	65.2	934.48	2024	9	September	Friday	3
1152	wendy	Female	23	165.74524	32	2024-09-13	no@email.com	Clothing	Young	CL	5303.85	397.79	5701.64	2024	9	September	Friday	3
1153	AUSTIN	Female	53	162.54843	176	2022-12-14	no@email.com	Electronics	Middle	ET	28608.52	2145.64	30754.16	2022	12	December	Wednesday	4
1154	Stephanie	Female	59	162.54843	176	2022-12-14	no@email.com	Electronics	Middle	ET	28608.52	2145.64	30754.16	2022	12	December	Wednesday	4
1155	sarah	Unknown	66	139.43	176	2022-12-14	no@email.com	Electronics	Middle	ET	24539.68	1840.48	26380.16	2022	12	December	Wednesday	4
1156	Kenneth	Female	18	-23.28	149	2022-12-14	thickman@valdez-olson.com	Clothing	Young	CL	-3468.72	-260.15	-3728.87	2022	12	December	Wednesday	4
1157	russell	Unknown	53	122.03	196	2022-12-14	no@email.com	Furniture	Middle	FR	23917.88	1793.84	25711.72	2022	12	December	Wednesday	4
