customer-id,customer name,gender,age,price,quantity,purchase-date,email,category
800,PATRICK,unknown,29.0,168.69,,2021-13-40,,CLOTHING
801,,,,68.55,,2004-04-04,,furnITure
802,,Female,56.0,280.84,184.0,2021-13-40,william68@thomas.com,CLOTHING
803,Sara,unknown,,,116.0,2025-03-13,,electronics
804,Robert,,,,33.0,2020-03-07,djackson@crawford.net,ClOThIng
805,MICHELLE,Male,11.0,9.89,66.0,2022-08-08,laurenchapman@miller-terry.com,furniture
806,Bernard,unknown,62.0,38.51,200.0,,,electronics
807,Mr. Cameron Barrera,,32.0,136.61,85.0,2021-13-40,,CLOTHING
808,Willie,,33.0,185.17,,invalid_date,jfischer@gmail.com,CLOTHING
809,CYNTHIA,,,6.44,,2006-01-04,jamessmith@gmail.com,ClOThIng
810,andrew,MALE,78.0,226.86,9.0,2021-13-40,regina07@ramos-gonzalez.com,Cloth ing
811,,MALE,52.0,113.38,17.0,2024-12-13,ashleyjones@gallagher.com,ClOThIng
812,Jacqueline,MALE,,-2.14,,,kevin21@hotmail.com,clothing
813,jesse,,85.0,,173.0,2021-13-40,amymiller@gmail.com,clothing
814,Rhonda,Male,,123.36,,,,clothing
815,Jennifer Mills,MALE,62.0,353.07,,2021-13-40,montoyathomas@stewart.net,ClOThIng
816,DAWN,Female,,1.31,,2004-04-30,,ClOThIng
817,HAROLD,female,,44.73,,2025-04-15,,Cloth ing
818,tara,unknown,,362.42,167.0,invalid_date,,furnITure
819,JORDAN,unknown,88.0,-25.86,138.0,2021-13-40,,Cloth ing
820,rachel,MALE,36.0,,27.0,2023-01-28,,CLOTHING
821,FRED,,52.0,,15.0,2021-13-40,ntanner@hotmail.com,Electronics
822,GAIL,Male,51.0,350.09,52.0,2018-08-14,,ClOThIng
823,Curtis Smith,Female,,427.39,,2011-04-11,,Electronics
824,Traci Smith,Male,27.0,125.85,,2023-01-17,,clothing
825,GRANT,MALE,79.0,56.31,-3.0,2021-11-29,,ClOThIng
826,,Female,53.0,129.79,163.0,2021-13-40,,electronics
827,,female,67.0,,,2021-13-40,jessica31@yahoo.com,eLeCtrOnIcs
828,Carolyn Moore,,,,,2022-04-21,,Cloth ing
829,Kirsten,MALE,74.0,16.21,192.0,2022-08-08,,clothing
830,CHAD,female,89.0,136.6,,2021-04-29,,eLeCtrOnIcs
831,dwayne,Male,,283.59,,invalid_date,,eLeCtrOnIcs
832,Patrick,MALE,51.0,,197.0,invalid_date,michaeldurham@hotmail.com,clothing
833,jared,Male,,102.34,62.0,2021-13-40,,clothing
834,Natalie Henderson,,,162.74,55.0,2020-09-08,phillipsamber@gmail.com,Cloth ing
835,Stephanie Austin DDS,Male,,155.31,,2021-02-27,,furnITure
836,MELISSA,female,,-46.66,,2020-01-12,cynthia08@hodge.com,electronics
837,,,77.0,132.73,148.0,invalid_date,,furniture
838,Karen,female,,492.76,104.0,2020-04-23,crawfordtimothy@richardson.com,ClOThIng
839,PATRICIA,MALE,51.0,,,,,Cloth ing
840,mike,Female,,,155.0,,,CLOTHING
841,,unknown,16.0,39.19,48.0,2021-13-40,edelgado@christensen.com,Electronics
842,CARLOS,unknown,35.0,219.79,,,,clothing
843,DAVID,Male,,144.06,130.0,invalid_date,,clothing
844,,Female,22.0,163.02,,invalid_date,jmorrison@davis-bird.com,furnITure
845,Thomas Atkins,MALE,,,90.0,2025-01-29,,furniture
846,Billy,Male,18.0,,75.0,invalid_date,hedwards@gmail.com,CLOTHING
847,william,MALE,43.0,124.26,8.0,,,Cloth ing
848,Jeffrey,MALE,,464.47,,,,Electronics
849,edward,unknown,22.0,23.57,,2009-05-21,erinsexton@yahoo.com,clothing
850,anita,Male,,,103.0,,melanieaguirre@hernandez.com,Electronics
851,,,80.0,118.12,134.0,2012-05-10,danielbrady@castillo.com,Cloth ing
852,Dennis,,22.0,,146.0,2021-13-40,,Electronics
853,,unknown,60.0,172.24,186.0,invalid_date,,electronics
854,KYLE,Female,,,181.0,,becksandra@hotmail.com,clothing
855,DAVID,,28.0,,,2021-13-40,,ClOThIng
856,JAMES,unknown,,262.87,185.0,2021-13-40,,Cloth ing
857,Marcia,unknown,,324.18,,2021-13-40,,furniture
858,RICHARD,unknown,88.0,-20.87,106.0,2008-10-19,scottmontgomery@stone.net,eLeCtrOnIcs
859,Joseph,,56.0,71.09,104.0,2022-11-22,michaelhorton@clark-martin.com,CLOTHING
860,Wendy,Male,,24.3,121.0,2025-04-29,,eLeCtrOnIcs
861,meagan,unknown,38.0,206.92,,2021-13-40,,clothing
862,,MALE,12.0,428.9,,2021-13-40,egray@baker.net,CLOTHING
863,AARON,Female,52.0,332.22,107.0,2021-13-40,,CLOTHING
864,,,,,98.0,2021-13-40,cruztracy@glenn.org,Electronics
865,Angela,unknown,43.0,-48.16,,2024-04-21,,electronics
866,,,31.0,,,invalid_date,jamesjohnson@ward-olson.com,furniture
867,JUSTIN,MALE,20.0,415.32,85.0,invalid_date,,CLOTHING
868,scott,Female,29.0,,,2002-11-23,,eLeCtrOnIcs
869,theresa,,56.0,,10.0,2020-08-13,nwilson@yahoo.com,Cloth ing
870,Dr. Lisa Perez,female,,-8.42,1.0,,,Cloth ing
871,jonathan,,,39.59,3.0,2021-13-40,,clothing
872,tony,,14.0,112.77,59.0,2021-13-40,,clothing
873,TODD,unknown,25.0,148.02,14.0,,,furniture
874,Cindy Harris,female,,1.2,,,,ClOThIng
875,,MALE,79.0,134.14,103.0,2000-06-14,jhutchinson@king.net,eLeCtrOnIcs
876,,MALE,,,156.0,invalid_date,,eLeCtrOnIcs
877,Samantha,unknown,65.0,438.22,7.0,2021-13-40,,Cloth ing
878,MATTHEW,MALE,49.0,,160.0,,npage@gmail.com,furnITure
879,Justin Griffith,unknown,22.0,106.27,125.0,2002-04-27,rebecca64@schneider.com,electronics
880,jacob,,55.0,25.6,,2021-13-40,,eLeCtrOnIcs
881,heidi,MALE,72.0,16.91,,2021-13-40,lauramartin@smith.com,ClOThIng
882,dale,MALE,67.0,44.3,133.0,,,furniture
883,Tonya Hendrix,Female,63.0,,,,,Cloth ing
884,Christine,,39.0,17.57,33.0,2024-07-17,jacquelinemaldonado@hotmail.com,electronics
885,CYNTHIA,female,20.0,44.72,,invalid_date,,furnITure
886,timothy,,41.0,89.97,125.0,2022-10-06,walter09@gmail.com,Electronics
887,kimberly,,,,156.0,invalid_date,,eLeCtrOnIcs
888,Kimberly,unknown,30.0,,4.0,invalid_date,catherinerobles@gmail.com,eLeCtrOnIcs
889,Sara Hull,MALE,,,13.0,2025-01-13,sabrinajohnson@hotmail.com,Electronics
890,zachary,,47.0,109.82,55.0,2021-13-40,,CLOTHING
891,Kristi,MALE,69.0,,185.0,2004-05-13,,eLeCtrOnIcs
892,brandy,MALE,,141.49,118.0,2021-10-02,michael53@yahoo.com,furniture
893,,MALE,59.0,21.37,,2024-06-06,johnbrown@hotmail.com,furniture
894,,unknown,72.0,130.25,,2021-13-40,,clothing
895,,unknown,78.0,43.09,95.0,2020-03-14,,CLOTHING
896,melanie,unknown,46.0,237.59,,2024-10-13,,CLOTHING
897,carrie,MALE,90.0,23.95,196.0,2021-13-40,,clothing
898,Crystal,MALE,51.0,,178.0,2020-07-29,,Cloth ing
899,brandon,MALE,24.0,,71.0,2023-06-30,schultzthomas@yahoo.com,eLeCtrOnIcs
900,HECTOR,Male,,,2.0,invalid_date,,CLOTHING
901,gabriel,Male,47.0,252.05,96.0,invalid_date,maddoxwilliam@holder.com,electronics
902,Pamela,Male,69.0,233.77,117.0,2023-03-30,christopherevans@hansen.com,Electronics
903,,,65.0,33.93,,2021-07-14,michael67@gmail.com,furnITure
904,kimberly,female,95.0,171.55,70.0,2021-13-40,,furnITure
905,,female,95.0,98.61,47.0,,,furnITure
906,Sean Baker,unknown,65.0,,,2016-12-22,xmartin@hawkins.net,eLeCtrOnIcs
907,,,72.0,157.78,132.0,2025-01-04,,eLeCtrOnIcs
908,DUSTIN,unknown,90.0,,99.0,invalid_date,,Cloth ing
909,Cynthia Scott,,,148.82,-7.0,2021-13-40,,ClOThIng
910,,unknown,,23.54,94.0,2016-07-03,,CLOTHING
911,Adam,Female,,,29.0,2021-13-40,,furnITure
912,CATHERINE,unknown,,31.8,117.0,2021-13-40,murphynancy@mendoza.org,clothing
913,Ryan Ramirez,Female,,102.39,,,,furniture
914,Dustin Reynolds,,,278.32,100.0,2021-13-40,,Cloth ing
915,patrick,MALE,,185.34,196.0,2023-02-25,,electronics
916,,,53.0,122.58,,2015-05-17,,clothing
917,Benjamin Thomas,female,59.0,-1.89,143.0,,,clothing
918,bill,Male,56.0,,,2023-02-15,philiphiggins@hotmail.com,furnITure
919,,female,,462.75,27.0,invalid_date,thompsonjustin@gmail.com,eLeCtrOnIcs
920,Patrick,unknown,88.0,456.22,,invalid_date,,clothing
921,daniel,unknown,70.0,,90.0,2022-07-17,,Electronics
922,Bonnie,MALE,57.0,413.99,108.0,2004-04-15,,eLeCtrOnIcs
923,kathleen,unknown,,63.71,,2009-03-27,rebeccahaley@moore-todd.com,Cloth ing
924,,female,,177.62,195.0,2024-06-10,bgonzalez@mitchell-thomas.info,furnITure
925,,,75.0,432.36,154.0,invalid_date,,ClOThIng
926,joyce,female,88.0,,179.0,2021-13-40,,electronics
927,Jessica,,,10.63,5.0,2023-02-25,,clothing
928,Dr. Elaine Mitchell MD,unknown,,111.57,88.0,,,CLOTHING
929,Emily Sanchez,Female,40.0,0.8,,,johnrussell@yahoo.com,Electronics
930,Robert,unknown,36.0,92.17,,2011-11-11,joe82@ramos.org,furnITure
931,Barry,MALE,21.0,184.92,,2021-13-40,,clothing
932,Grant Scott,unknown,55.0,,,2021-13-40,,electronics
933,Danielle Green,unknown,,153.08,69.0,2023-01-03,,furnITure
934,DAVID,MALE,,164.02,,invalid_date,leebrian@yahoo.com,Electronics
935,,unknown,47.0,417.38,116.0,invalid_date,hmiller@gmail.com,Cloth ing
936,,female,,298.77,103.0,2022-09-14,ambersmith@hotmail.com,CLOTHING
937,John Bentley,MALE,,147.04,,2024-07-15,grimestravis@gmail.com,ClOThIng
938,,unknown,55.0,470.51,30.0,,,CLOTHING
939,Matthew Bender,MALE,12.0,108.44,,2021-13-40,,Cloth ing
940,Jerome Crawford,Female,57.0,,,2003-05-14,onealpatricia@gmail.com,CLOTHING
941,PAMELA,unknown,,,14.0,2021-13-40,,electronics
942,JENNIFER,unknown,65.0,413.21,140.0,2021-13-40,,CLOTHING
943,,MALE,,,3.0,2018-08-05,,electronics
944,,unknown,73.0,363.95,,2021-03-15,mmccoy@jacobs-ray.info,furnITure
945,Patty Turner,female,,88.46,18.0,2021-05-24,,furnITure
946,Jessica Hansen,,,,140.0,2021-13-40,,eLeCtrOnIcs
947,Lori Snyder,MALE,10.0,182.13,98.0,invalid_date,welchamanda@esparza-ford.com,eLeCtrOnIcs
948,Amy,female,,,197.0,invalid_date,,electronics
949,Eric,female,70.0,69.91,65.0,,,CLOTHING
950,SCOTT,unknown,50.0,,126.0,2021-13-40,,Electronics
951,bobby,female,58.0,155.8,,,nixonkristin@lin.com,furniture
952,andrew,,35.0,97.55,152.0,,gadams@trujillo.info,Electronics
953,Mark White,unknown,41.0,,,2000-09-08,,Cloth ing
954,Emily Garcia,Female,,100.32,71.0,2020-05-14,hbell@crawford.com,furnITure
955,Christina,Male,86.0,,170.0,invalid_date,darlene64@yahoo.com,clothing
956,,Female,,370.69,49.0,,,electronics
957,,,52.0,205.11,61.0,2021-13-40,,clothing
958,Yolanda Kennedy,unknown,63.0,373.5,125.0,2021-13-40,,eLeCtrOnIcs
959,Christina,unknown,53.0,32.12,,2020-05-05,,eLeCtrOnIcs
960,trevor,,,,61.0,invalid_date,,clothing
961,,MALE,22.0,494.7,141.0,invalid_date,,Cloth ing
962,,MALE,80.0,,93.0,invalid_date,nathanwood@olson-browning.com,ClOThIng
963,SHAWN,,49.0,-36.98,129.0,,,eLeCtrOnIcs
964,ROBERT,female,,,141.0,,,Cloth ing
965,Randy,Female,,414.32,49.0,2021-13-40,,clothing
966,,female,,34.16,12.0,2024-02-10,adam37@erickson.info,eLeCtrOnIcs
967,carrie,female,32.0,489.8,,2023-07-18,donna89@matthews.com,Electronics
968,Jesus,unknown,27.0,18.86,75.0,,vpage@fisher.com,eLeCtrOnIcs
969,John,,,175.9,,,,eLeCtrOnIcs
970,BRANDON,female,78.0,381.38,123.0,invalid_date,,furnITure
971,amanda,unknown,56.0,119.75,60.0,,,furnITure
972,Tyler,unknown,53.0,54.73,,,,Cloth ing
973,Micheal,unknown,48.0,291.51,68.0,2021-13-40,,furniture
974,sherry,female,,62.95,,invalid_date,,Electronics
975,,Male,69.0,337.25,,invalid_date,tamara94@yahoo.com,Electronics
976,brittany,MALE,,56.19,104.0,2021-13-40,,clothing
977,KELSEY,MALE,22.0,171.08,57.0,,,ClOThIng
978,,unknown,62.0,40.63,3.0,2018-05-24,,eLeCtrOnIcs
979,Jason,female,,385.9,10.0,2021-13-40,,eLeCtrOnIcs
980,Craig,MALE,,,151.0,invalid_date,,electronics
981,Stephanie,MALE,51.0,170.27,63.0,2023-05-05,,eLeCtrOnIcs
982,Monica Romero,female,36.0,,,,larsonjulie@gmail.com,Electronics
983,JILL,MALE,49.0,85.89,,2022-11-25,,furnITure
984,Sabrina Kelly,unknown,56.0,-13.23,101.0,2009-03-10,,ClOThIng
985,Amy,Female,,349.58,199.0,,mcdonaldcurtis@gmail.com,Electronics
986,tiffany,female,57.0,,,2021-13-40,,ClOThIng
987,angela,female,14.0,149.05,,2024-11-16,,Cloth ing
988,Curtis Nunez,unknown,77.0,,57.0,2019-08-19,,furniture
989,Erin Jones,unknown,,29.41,86.0,,,electronics
990,Eric,Female,36.0,147.91,72.0,2021-13-40,,Electronics
991,PATRICK,MALE,,5.02,10.0,2022-02-11,,CLOTHING
992,NATHAN,female,,,,2021-04-24,,ClOThIng
993,,unknown,63.0,427.67,,2020-01-04,,CLOTHING
994,Danny,,,125.45,,invalid_date,,Electronics
995,,Male,71.0,94.36,,2013-04-25,,CLOTHING
996,Jennifer,unknown,74.0,101.92,78.0,2023-05-01,lewisstephanie@bryan-farrell.com,Electronics
997,Kathryn Thompson,MALE,,317.75,,2024-01-17,michaelfoster@yahoo.com,eLeCtrOnIcs
998,jeffrey,female,82.0,54.35,11.0,,anthony03@young.com,electronics
999,Daniel,,53.0,,157.0,,willie96@thomas.com,furnITure
1000,ERIC,Male,55.0,,,2023-03-11,dwilson@davis.org,furniture
1001,teresa,unknown,,197.44,94.0,invalid_date,john93@duncan.com,furniture
1002,Hannah,MALE,80.0,369.93,171.0,2021-13-40,carloswhitney@hotmail.com,Cloth ing
1003,Steven Richardson,female,75.0,175.71,43.0,2021-13-40,,furniture
1004,Richard Ray,MALE,,,50.0,,conwayamy@watson.com,electronics
1005,Stephen,unknown,30.0,,,2021-13-40,bmurray@hunter-travis.com,furniture
1006,WESLEY,,42.0,,108.0,2024-05-07,,ClOThIng
1007,,,18.0,31.58,189.0,2018-06-03,crangel@richardson.com,furnITure
1008,Kevin Coleman,,,174.88,,,sean86@gmail.com,furniture
1009,claire,Female,61.0,139.48,,2021-13-40,,Electronics
1010,AMANDA,Female,25.0,116.74,185.0,2020-01-14,,furniture
1011,SUZANNE,female,33.0,,,invalid_date,,eLeCtrOnIcs
1012,Diana King,MALE,,24.02,172.0,2002-11-08,christine19@anderson-baker.com,electronics
1013,Alexa,Male,69.0,,,,richardwilliams@barnes.com,furnITure
1014,JAMES,female,,,,invalid_date,,CLOTHING
1015,Samantha,female,,29.82,101.0,2007-04-17,brownsamantha@montoya-harris.com,furniture
1016,amanda,MALE,86.0,440.0,,2015-06-05,,Electronics
1017,priscilla,,57.0,156.28,125.0,2025-08-09,marc63@gmail.com,furnITure
1018,Anthony,MALE,48.0,101.06,54.0,2021-13-40,,electronics
1019,Michael Wilson,female,19.0,362.1,96.0,2021-04-03,,furnITure
1020,taylor,female,28.0,,199.0,2022-11-17,,eLeCtrOnIcs
1021,Craig Chapman,unknown,61.0,,,2004-08-25,,ClOThIng
1022,michael,MALE,54.0,328.82,156.0,invalid_date,josewright@gmail.com,eLeCtrOnIcs
1023,,unknown,39.0,171.33,22.0,invalid_date,,furnITure
1024,Charles Meza,Male,38.0,135.73,96.0,,,electronics
1025,luke,female,18.0,44.24,76.0,2020-07-24,,furniture
1026,Nathan,,53.0,314.13,178.0,2023-12-19,,clothing
1027,JOSHUA,female,,,124.0,invalid_date,joseph29@hotmail.com,Cloth ing
1028,Steven Bennett,,,446.63,,invalid_date,lisa22@davenport.com,Electronics
1029,robin,Female,55.0,386.91,182.0,2008-09-29,,clothing
1030,kent,,44.0,-18.28,81.0,invalid_date,,Cloth ing
1031,Raymond,female,46.0,216.69,179.0,2021-13-40,,clothing
1032,Daniel Bennett,MALE,29.0,33.58,,invalid_date,tiffany01@yahoo.com,CLOTHING
1033,michael,MALE,,,65.0,,,furniture
1034,,,93.0,240.45,,invalid_date,,ClOThIng
1035,robert,female,43.0,5.06,,invalid_date,,clothing
1036,ALBERT,female,21.0,161.47,3.0,2024-07-11,,Electronics
1037,Bradley,unknown,,77.81,8.0,invalid_date,,Electronics
1038,zachary,female,47.0,38.58,73.0,2025-05-11,,Cloth ing
1039,Matthew,Female,29.0,,40.0,2023-11-06,,furniture
1040,,,,195.65,,,,furniture
1041,,female,,1.54,,2021-13-40,,electronics
1042,Stephanie Curtis,female,,12.11,,2021-13-40,mccallalicia@gmail.com,eLeCtrOnIcs
1043,DERRICK,MALE,71.0,42.65,139.0,2018-07-25,,furniture
1044,MARK,Female,,426.93,90.0,2021-13-40,,CLOTHING
1045,sarah,MALE,26.0,421.66,,2021-13-40,,Cloth ing
1046,TRAVIS,Female,35.0,,,invalid_date,,eLeCtrOnIcs
1047,Patrick Galvan,MALE,71.0,379.07,52.0,,,Cloth ing
1048,AMANDA,Male,51.0,,91.0,2021-13-40,larsonadam@hotmail.com,CLOTHING
1049,,MALE,,274.95,84.0,2000-01-27,miguelmiller@petersen.com,ClOThIng
1050,,MALE,64.0,45.82,171.0,2007-06-28,,Cloth ing
1051,MELINDA,female,,460.42,126.0,2015-06-13,,Electronics
1052,steven,,68.0,121.19,44.0,2024-03-21,nealjessica@gmail.com,Cloth ing
1053,Amy Jones,MALE,,78.36,75.0,,,Electronics
1054,SHAWN,Female,75.0,,,2023-02-10,,CLOTHING
1055,jon,,33.0,380.68,,invalid_date,,eLeCtrOnIcs
1056,,unknown,,25.57,,2025-06-18,,Cloth ing
1057,Michael Compton,Female,90.0,,,invalid_date,vincent60@petty.com,Cloth ing
1058,derek,MALE,,146.69,,2021-13-40,,Electronics
1059,Emily Wright,,58.0,119.08,41.0,2021-13-40,arianamills@clark.com,ClOThIng
1060,Michele Edwards,Female,,210.83,39.0,invalid_date,,furniture
1061,corey,female,,,,invalid_date,,ClOThIng
1062,sarah,Male,76.0,6.94,169.0,2021-13-40,,ClOThIng
1063,,MALE,42.0,,116.0,invalid_date,,Electronics
1064,,female,93.0,121.61,160.0,,,eLeCtrOnIcs
1065,Jacqueline Johnson,MALE,41.0,205.49,38.0,2023-09-06,grayhelen@hotmail.com,eLeCtrOnIcs
1066,,unknown,,50.38,120.0,,cwilson@hotmail.com,furnITure
1067,gerald,MALE,20.0,470.19,139.0,invalid_date,,Cloth ing
1068,JACOB,MALE,,386.64,,,,furniture
1069,MARY,,51.0,107.98,125.0,invalid_date,,eLeCtrOnIcs
1070,TIFFANY,MALE,,,141.0,2021-13-40,lowerypaul@hotmail.com,CLOTHING
1071,todd,MALE,35.0,-42.01,73.0,,,furniture
1072,,,100.0,-42.98,198.0,2025-04-19,,clothing
1073,Michael,Male,,,84.0,,,Electronics
1074,austin,Female,42.0,,20.0,2007-10-07,,electronics
1075,,unknown,,69.83,17.0,invalid_date,,furnITure
1076,JESSE,MALE,80.0,162.36,107.0,invalid_date,miafox@hotmail.com,eLeCtrOnIcs
1077,cindy,female,28.0,37.65,,2017-01-10,ychase@yahoo.com,electronics
1078,alexander,Male,37.0,183.74,110.0,,keyjoseph@yahoo.com,Cloth ing
1079,JESSICA,unknown,,-14.58,,,,furniture
1080,,Female,,296.2,,2024-03-26,,Electronics
1081,Theodore Hunt,MALE,,309.04,199.0,2024-06-21,,furnITure
1082,PAUL,Female,,8.22,197.0,invalid_date,,electronics
1083,kathryn,MALE,87.0,159.88,14.0,2021-13-40,,CLOTHING
1084,Jonathon,unknown,,-39.88,195.0,2023-05-09,,furnITure
1085,Alyssa Cabrera,unknown,13.0,,60.0,2005-04-09,aaron13@hotmail.com,Electronics
1086,,female,,167.77,82.0,invalid_date,ianfisher@hotmail.com,eLeCtrOnIcs
1087,,Female,,,152.0,2020-02-01,,furnITure
1088,Aaron Perez,Female,28.0,,,invalid_date,,ClOThIng
1089,Preston White,Female,,88.44,108.0,2007-06-28,poolekristen@yahoo.com,electronics
1090,Richard Hudson,female,10.0,,63.0,2023-08-17,debbie25@bishop.com,Electronics
1091,James,,,,,,,Electronics
1092,,unknown,87.0,5.8,,,,Electronics
1093,,female,24.0,,,,,electronics
1094,,unknown,,156.54,,,,furniture
1095,Erin,unknown,76.0,,83.0,invalid_date,,ClOThIng
1096,Tonya Yoder,,100.0,250.19,,2021-13-40,,furniture
1097,Jason Bell,MALE,,28.8,,2011-12-20,,furnITure
1098,Brian,female,,273.38,134.0,,landrykyle@avila.com,Electronics
1099,,female,74.0,58.26,131.0,2021-13-40,,furniture
1100,Katie,unknown,58.0,,,2024-01-05,benjaminrussell@hotmail.com,eLeCtrOnIcs
1101,Glenda,MALE,30.0,100.36,95.0,2020-05-03,balldiane@brown.com,Electronics
1102,,unknown,62.0,62.79,,,,eLeCtrOnIcs
1103,SANDRA,unknown,,460.29,49.0,2021-13-40,fgardner@hotmail.com,Electronics
1104,andrew,MALE,46.0,53.85,,2013-01-11,ryanhaley@lewis-doyle.net,ClOThIng
1105,Dr. Priscilla James,,,91.71,,2022-06-20,,electronics
1106,JASON,Female,80.0,57.33,174.0,2020-10-12,,electronics
1107,alyssa,MALE,75.0,349.19,,2021-06-28,kfox@hotmail.com,electronics
1108,,Male,11.0,,,2017-09-01,fyang@hotmail.com,electronics
1109,Jennifer,,,,46.0,2001-02-22,,eLeCtrOnIcs
1110,Mary,unknown,73.0,61.66,-5.0,invalid_date,,eLeCtrOnIcs
1111,jeffery,unknown,45.0,,51.0,2021-13-40,maryerickson@yahoo.com,Electronics
1112,DAVID,Male,62.0,278.07,,2021-05-25,,ClOThIng
1113,BRANDON,Male,,437.76,188.0,invalid_date,russell72@russo.com,Electronics
1114,peter,Male,,-44.56,186.0,,,eLeCtrOnIcs
1115,,,74.0,,3.0,2022-07-07,,furnITure
1116,Michael,MALE,54.0,,143.0,2009-07-05,uferguson@knight-porter.com,CLOTHING
1117,madison,MALE,32.0,-18.88,84.0,invalid_date,,Electronics
1118,Paul Wright,female,,,160.0,2021-13-40,jesse98@anderson.org,CLOTHING
1119,SARAH,Female,52.0,288.85,110.0,2021-13-40,,clothing
1120,Joseph,Female,60.0,288.35,,,kennethjones@mathews-davis.com,furnITure
1121,Susan,MALE,,82.55,124.0,,,CLOTHING
1122,,Male,,136.12,18.0,,,furnITure
1123,,female,34.0,478.12,139.0,2004-05-03,,ClOThIng
1124,dustin,MALE,45.0,1.72,-4.0,2006-06-30,ronaldbradford@herring.com,Electronics
1125,jerry,MALE,50.0,20.17,114.0,invalid_date,lorettacollins@hotmail.com,ClOThIng
1126,Anne Martin,MALE,,,,invalid_date,,Cloth ing
1127,KRISTEN,Female,55.0,,190.0,invalid_date,,Electronics
1128,,female,57.0,389.98,84.0,2000-07-30,,electronics
1129,Christian Cooper,unknown,,,,,,electronics
1130,Jasmine,MALE,85.0,381.45,157.0,2009-08-31,hhaynes@blake-bryant.biz,Electronics
1131,Elizabeth,female,73.0,426.22,67.0,invalid_date,zharrington@yahoo.com,ClOThIng
1132,KENDRA,unknown,,108.73,2.0,2020-08-21,,CLOTHING
1133,jacob,,42.0,141.59,,2020-06-29,,CLOTHING
1134,samantha,,,488.06,,2021-13-40,tony87@burke.biz,furnITure
1135,Lorraine Mcclain,,,10.44,119.0,2020-11-28,,electronics
1136,stanley,unknown,,65.44,49.0,2021-13-40,,Cloth ing
1137,Rachel,female,,43.54,,invalid_date,,eLeCtrOnIcs
1138,Bethany Baker,Male,65.0,60.19,140.0,invalid_date,brianthompson@clark.info,ClOThIng
1139,tracy,MALE,51.0,377.82,,2000-10-03,,Electronics
1140,Randy Smith,unknown,42.0,-12.55,,2023-06-26,,clothing
1141,,,,,,2024-09-16,,furniture
1142,,Male,98.0,-5.59,75.0,2006-10-03,,clothing
1143,Jerry,Male,89.0,,90.0,2024-10-23,,clothing
1144,rebecca,unknown,83.0,104.93,,invalid_date,,ClOThIng
1145,JERRY,female,,,-8.0,2012-04-15,,Cloth ing
1146,Kathryn Osborne,unknown,53.0,,107.0,2021-13-40,andrew59@allen-soto.com,eLeCtrOnIcs
1147,,Female,,103.65,118.0,,,clothing
1148,CARRIE,,58.0,52.95,,invalid_date,,ClOThIng
1149,JESSICA,,44.0,,196.0,2024-09-13,,Cloth ing
1150,Hailey,Male,69.0,322.58,99.0,2021-13-40,,electronics
1151,peter,,66.0,108.66,8.0,,,Cloth ing
1152,wendy,female,23.0,,32.0,,,Cloth ing
1153,AUSTIN,Female,,,176.0,2022-12-14,,Electronics
1154,Stephanie,female,59.0,,,,,Electronics
1155,sarah,,66.0,139.43,,,,Electronics
1156,Kenneth,female,18.0,-23.28,149.0,invalid_date,thickman@valdez-olson.com,Cloth ing
1157,russell,unknown,,122.03,196.0,2021-13-40,,furnITure
1158,james,unknown,30.0,122.55,60.0,2023-01-10,,ClOThIng
1159,ALISON,,,287.11,-6.0,invalid_date,,furnITure
1160,carol,female,15.0,,21.0,2021-13-40,rochabrooke@hotmail.com,electronics
1161,,,25.0,,,invalid_date,,ClOThIng
1162,Jose Bentley,unknown,,434.47,170.0,,matthew29@jefferson-allen.com,ClOThIng
1163,Alexandra Thompson,Male,,-45.48,,2020-06-03,,eLeCtrOnIcs
1164,Sheila Hudson,,37.0,,,invalid_date,,electronics
1165,,Female,34.0,106.88,117.0,invalid_date,,electronics
1166,,Female,78.0,,4.0,2009-02-15,,electronics
1167,Alex Mitchell,,,343.16,52.0,2023-03-25,,clothing
1168,MATTHEW,,,,,invalid_date,,eLeCtrOnIcs
1169,MELISSA,female,64.0,102.27,79.0,invalid_date,,Electronics
1170,holly,female,54.0,,124.0,invalid_date,christian34@hall.com,clothing
1171,,MALE,,56.24,31.0,2021-13-40,clairepacheco@gmail.com,clothing
1172,jill,MALE,31.0,396.87,130.0,2021-13-40,,CLOTHING
1173,DERRICK,female,,45.39,103.0,2009-07-06,collinsraymond@hotmail.com,Electronics
1174,Katherine Powers,,70.0,,5.0,2022-09-29,,ClOThIng
1175,MICHAEL,MALE,17.0,,58.0,,,clothing
1176,Gary Smith,unknown,,376.66,55.0,2021-13-40,,furniture
1177,MARY,female,,-13.67,85.0,,xglover@hotmail.com,clothing
1178,deborah,MALE,19.0,,,,nroberts@rogers.com,clothing
1179,Michael Stevens,MALE,35.0,,128.0,2021-13-40,,furnITure
1180,micheal,MALE,66.0,183.43,,2021-11-20,,Cloth ing
1181,Jodi Bell,Male,10.0,14.39,165.0,invalid_date,,eLeCtrOnIcs
1182,Richard Watts,,28.0,20.74,106.0,,,eLeCtrOnIcs
1183,,unknown,50.0,149.86,,2021-13-40,,furnITure
1184,Tammy,female,,39.79,181.0,2020-02-22,,Cloth ing
1185,Eric Baker,female,26.0,12.76,174.0,2024-06-12,,eLeCtrOnIcs
1186,DAWN,MALE,25.0,122.53,,2021-13-40,,Electronics
1187,Robert,female,,130.39,,,rmullins@yahoo.com,ClOThIng
